region	chr	midPos	Nsites
(480398,480897)(480400,480899)(480400,480900)	Mt	480650	501	0.106828
(480498,480997)(480500,480999)(480500,481000)	Mt	480750	501	0.107088
(480598,481097)(480600,481099)(480600,481100)	Mt	480850	501	0.115056
(480698,481197)(480700,481199)(480700,481200)	Mt	480950	501	0.103064
(480798,481297)(480800,481299)(480800,481300)	Mt	481050	501	0.101971
(480898,481397)(480900,481399)(480900,481400)	Mt	481150	501	0.099318
(480998,481497)(481000,481499)(481000,481500)	Mt	481250	501	0.101721
(481098,481597)(481100,481599)(481100,481600)	Mt	481350	501	0.101850
(481198,481697)(481200,481699)(481200,481700)	Mt	481450	501	0.112195
(481298,481797)(481300,481799)(481300,481800)	Mt	481550	501	0.110908
(481398,481897)(481400,481899)(481400,481900)	Mt	481650	501	0.111465
(481498,481997)(481500,481999)(481500,482000)	Mt	481750	501	0.110143
(481598,482097)(481600,482099)(481600,482100)	Mt	481850	501	0.117403
(481698,482197)(481700,482199)(481700,482200)	Mt	481950	501	0.109061
(481798,482297)(481800,482299)(481800,482300)	Mt	482050	501	0.119843
(481898,482397)(481900,482399)(481900,482400)	Mt	482150	501	0.118570
(481998,482497)(482000,482499)(482000,482500)	Mt	482250	501	0.120252
(482098,482597)(482100,482599)(482100,482600)	Mt	482350	501	0.110019
(482198,482697)(482200,482699)(482200,482700)	Mt	482450	501	0.109167
(482298,482797)(482300,482799)(482300,482800)	Mt	482550	501	0.106002
(482398,482897)(482400,482899)(482400,482900)	Mt	482650	501	0.110224
(482498,482997)(482500,482999)(482500,483000)	Mt	482750	501	0.110095
(482598,483097)(482600,483099)(482600,483100)	Mt	482850	501	0.110219
(482698,483197)(482700,483199)(482700,483200)	Mt	482950	501	0.117717
(482798,483297)(482800,483299)(482800,483300)	Mt	483050	501	0.105840
(482898,483397)(482900,483399)(482900,483400)	Mt	483150	501	0.097985
(482998,483497)(483000,483499)(483000,483500)	Mt	483250	501	0.101396
(483098,483597)(483100,483599)(483100,483600)	Mt	483350	501	0.097133
(483198,483697)(483200,483699)(483200,483700)	Mt	483450	501	0.090035
(483298,483797)(483300,483799)(483300,483800)	Mt	483550	501	0.102604
(483398,483897)(483400,483899)(483400,483900)	Mt	483650	501	0.109307
(483498,483997)(483500,483999)(483500,484000)	Mt	483750	501	0.104803
(483598,484097)(483600,484099)(483600,484100)	Mt	483850	501	0.105513
(483698,484197)(483700,484199)(483700,484200)	Mt	483950	501	0.106710
(483798,484297)(483800,484299)(483800,484300)	Mt	484050	501	0.101662
(483898,484397)(483900,484399)(483900,484400)	Mt	484150	501	0.103571
(483998,484497)(484000,484499)(484000,484500)	Mt	484250	501	0.106258
(484098,484597)(484100,484599)(484100,484600)	Mt	484350	501	0.105654
(484198,484697)(484200,484699)(484200,484700)	Mt	484450	501	0.105138
(484298,484797)(484300,484799)(484300,484800)	Mt	484550	501	0.109920
(484398,484897)(484400,484899)(484400,484900)	Mt	484650	501	0.098781
(484498,484997)(484500,484999)(484500,485000)	Mt	484750	501	0.096035
(484598,485097)(484600,485099)(484600,485100)	Mt	484850	501	0.098925
(484698,485197)(484700,485199)(484700,485200)	Mt	484950	501	0.104206
(484798,485297)(484800,485299)(484800,485300)	Mt	485050	501	0.100171
(484898,485397)(484900,485399)(484900,485400)	Mt	485150	501	0.104952
(484998,485497)(485000,485499)(485000,485500)	Mt	485250	501	0.101032
(485098,485597)(485100,485599)(485100,485600)	Mt	485350	501	0.110302
(485198,485697)(485200,485699)(485200,485700)	Mt	485450	501	0.104172
(485298,485797)(485300,485799)(485300,485800)	Mt	485550	501	0.106683
(485398,485897)(485400,485899)(485400,485900)	Mt	485650	501	0.109265
(485498,485997)(485500,485999)(485500,486000)	Mt	485750	501	0.106335
(485598,486097)(485600,486099)(485600,486100)	Mt	485850	501	0.099480
(485698,486197)(485700,486199)(485700,486200)	Mt	485950	501	0.106505
(485798,486297)(485800,486299)(485800,486300)	Mt	486050	501	0.096347
(485898,486397)(485900,486399)(485900,486400)	Mt	486150	501	0.103198
(485998,486497)(486000,486499)(486000,486500)	Mt	486250	501	0.104486
(486098,486597)(486100,486599)(486100,486600)	Mt	486350	501	0.098789
(486198,486697)(486200,486699)(486200,486700)	Mt	486450	501	0.098153
(486298,486797)(486300,486799)(486300,486800)	Mt	486550	501	0.113963
(486398,486897)(486400,486899)(486400,486900)	Mt	486650	501	0.110373
(486498,486997)(486500,486999)(486500,487000)	Mt	486750	501	0.114485
(486598,487097)(486600,487099)(486600,487100)	Mt	486850	501	0.118029
(486698,487197)(486700,487199)(486700,487200)	Mt	486950	501	0.109056
(486798,487297)(486800,487299)(486800,487300)	Mt	487050	501	0.099631
(486898,487397)(486900,487399)(486900,487400)	Mt	487150	501	0.100514
(486998,487497)(487000,487499)(487000,487500)	Mt	487250	501	0.097595
(487098,487597)(487100,487599)(487100,487600)	Mt	487350	501	0.100058
(487198,487697)(487200,487699)(487200,487700)	Mt	487450	501	0.104477
(487298,487797)(487300,487799)(487300,487800)	Mt	487550	501	0.102569
(487398,487897)(487400,487899)(487400,487900)	Mt	487650	501	0.103152
(487498,487997)(487500,487999)(487500,488000)	Mt	487750	501	0.104528
(487598,488097)(487600,488099)(487600,488100)	Mt	487850	501	0.102324
(487698,488197)(487700,488199)(487700,488200)	Mt	487950	501	0.110144
(487798,488297)(487800,488299)(487800,488300)	Mt	488050	501	0.111237
(487898,488397)(487900,488399)(487900,488400)	Mt	488150	501	0.105471
(487998,488497)(488000,488499)(488000,488500)	Mt	488250	501	0.108233
(488098,488597)(488100,488599)(488100,488600)	Mt	488350	501	0.103249
(488198,488697)(488200,488699)(488200,488700)	Mt	488450	501	0.102212
(488298,488797)(488300,488799)(488300,488800)	Mt	488550	501	0.107298
(488398,488897)(488400,488899)(488400,488900)	Mt	488650	501	0.115984
(488498,488997)(488500,488999)(488500,489000)	Mt	488750	501	0.120205
(488598,489097)(488600,489099)(488600,489100)	Mt	488850	501	0.124677
(488698,489197)(488700,489199)(488700,489200)	Mt	488950	501	0.115396
(488798,489297)(488800,489299)(488800,489300)	Mt	489050	501	0.113398
(488898,489397)(488900,489399)(488900,489400)	Mt	489150	501	0.107151
(488998,489497)(489000,489499)(489000,489500)	Mt	489250	501	0.098425
(489098,489597)(489100,489599)(489100,489600)	Mt	489350	501	0.104402
(489198,489697)(489200,489699)(489200,489700)	Mt	489450	501	0.110053
(489298,489797)(489300,489799)(489300,489800)	Mt	489550	501	0.113841
(489398,489897)(489400,489899)(489400,489900)	Mt	489650	501	0.120746
(489498,489997)(489500,489999)(489500,490000)	Mt	489750	501	0.119314
(489598,490097)(489600,490099)(489600,490100)	Mt	489850	501	0.110867
(489698,490197)(489700,490199)(489700,490200)	Mt	489950	501	0.103996
(489798,490297)(489800,490299)(489800,490300)	Mt	490050	501	0.095415
(489898,490397)(489900,490399)(489900,490400)	Mt	490150	501	0.093631
(489998,490497)(490000,490499)(490000,490500)	Mt	490250	501	0.102088
(490098,490597)(490100,490599)(490100,490600)	Mt	490350	501	0.103103
(490198,490697)(490200,490699)(490200,490700)	Mt	490450	501	0.099902
(490298,490797)(490300,490799)(490300,490800)	Mt	490550	501	0.109341
(490398,490897)(490400,490899)(490400,490900)	Mt	490650	501	0.095966
(490498,490997)(490500,490999)(490500,491000)	Mt	490750	501	0.088157
(490598,491097)(490600,491099)(490600,491100)	Mt	490850	501	0.101795
(490698,491197)(490700,491199)(490700,491200)	Mt	490950	501	0.112311
(490798,491297)(490800,491299)(490800,491300)	Mt	491050	501	0.109121
(490898,491397)(490900,491399)(490900,491400)	Mt	491150	501	0.116342
(490998,491497)(491000,491499)(491000,491500)	Mt	491250	501	0.123310
(491098,491597)(491100,491599)(491100,491600)	Mt	491350	501	0.113350
(491198,491697)(491200,491699)(491200,491700)	Mt	491450	501	0.107436
(491298,491797)(491300,491799)(491300,491800)	Mt	491550	501	0.103479
(491398,491897)(491400,491899)(491400,491900)	Mt	491650	501	0.106165
(491498,491997)(491500,491999)(491500,492000)	Mt	491750	501	0.110205
(491598,492097)(491600,492099)(491600,492100)	Mt	491850	501	0.111526
(491698,492197)(491700,492199)(491700,492200)	Mt	491950	501	0.117564
(491798,492297)(491800,492299)(491800,492300)	Mt	492050	501	0.121135
(491898,492397)(491900,492399)(491900,492400)	Mt	492150	501	0.121933
(491998,492497)(492000,492499)(492000,492500)	Mt	492250	501	0.118157
(492098,492597)(492100,492599)(492100,492600)	Mt	492350	501	0.116431
(492198,492697)(492200,492699)(492200,492700)	Mt	492450	501	0.110519
(492298,492797)(492300,492799)(492300,492800)	Mt	492550	501	0.116903
(492398,492897)(492400,492899)(492400,492900)	Mt	492650	501	0.111006
(492498,492997)(492500,492999)(492500,493000)	Mt	492750	501	0.100614
(492598,493097)(492600,493099)(492600,493100)	Mt	492850	501	0.097733
(492698,493197)(492700,493199)(492700,493200)	Mt	492950	501	0.101531
(492798,493297)(492800,493299)(492800,493300)	Mt	493050	501	0.098821
(492898,493397)(492900,493399)(492900,493400)	Mt	493150	501	0.098768
(492998,493497)(493000,493499)(493000,493500)	Mt	493250	501	0.106430
(493098,493597)(493100,493599)(493100,493600)	Mt	493350	501	0.114407
(493198,493697)(493200,493699)(493200,493700)	Mt	493450	501	0.111408
(493298,493797)(493300,493799)(493300,493800)	Mt	493550	501	0.106192
(493398,493897)(493400,493899)(493400,493900)	Mt	493650	501	0.109603
(493498,493997)(493500,493999)(493500,494000)	Mt	493750	501	0.126525
(493598,494097)(493600,494099)(493600,494100)	Mt	493850	501	0.124902
(493698,494197)(493700,494199)(493700,494200)	Mt	493950	501	0.126403
(493798,494297)(493800,494299)(493800,494300)	Mt	494050	501	0.126888
(493898,494397)(493900,494399)(493900,494400)	Mt	494150	501	0.135925
(493998,494497)(494000,494499)(494000,494500)	Mt	494250	501	0.117018
(494098,494597)(494100,494599)(494100,494600)	Mt	494350	501	0.114200
(494198,494697)(494200,494699)(494200,494700)	Mt	494450	501	0.112647
(494298,494797)(494300,494799)(494300,494800)	Mt	494550	501	0.114610
(494398,494897)(494400,494899)(494400,494900)	Mt	494650	501	0.109383
(494498,494997)(494500,494999)(494500,495000)	Mt	494750	501	0.109380
(494598,495097)(494600,495099)(494600,495100)	Mt	494850	501	0.118255
(494698,495197)(494700,495199)(494700,495200)	Mt	494950	501	0.119792
(494798,495297)(494800,495299)(494800,495300)	Mt	495050	501	0.112345
(494898,495397)(494900,495399)(494900,495400)	Mt	495150	501	0.109767
(494998,495497)(495000,495499)(495000,495500)	Mt	495250	501	0.116816
(495098,495597)(495100,495599)(495100,495600)	Mt	495350	501	0.103432
(495198,495697)(495200,495699)(495200,495700)	Mt	495450	501	0.102696
(495298,495797)(495300,495799)(495300,495800)	Mt	495550	501	0.110158
(495398,495897)(495400,495899)(495400,495900)	Mt	495650	501	0.116253
(495498,495997)(495500,495999)(495500,496000)	Mt	495750	501	0.107828
(495598,496097)(495600,496099)(495600,496100)	Mt	495850	501	0.105244
(495698,496197)(495700,496199)(495700,496200)	Mt	495950	501	0.109253
(495798,496297)(495800,496299)(495800,496300)	Mt	496050	501	0.107020
(495898,496397)(495900,496399)(495900,496400)	Mt	496150	501	0.092524
(495998,496497)(496000,496499)(496000,496500)	Mt	496250	501	0.100438
(496098,496597)(496100,496599)(496100,496600)	Mt	496350	501	0.105270
(496198,496697)(496200,496699)(496200,496700)	Mt	496450	501	0.101052
(496298,496797)(496300,496799)(496300,496800)	Mt	496550	501	0.102469
(496398,496897)(496400,496899)(496400,496900)	Mt	496650	501	0.112890
(496498,496997)(496500,496999)(496500,497000)	Mt	496750	501	0.110210
(496598,497097)(496600,497099)(496600,497100)	Mt	496850	501	0.112954
(496698,497197)(496700,497199)(496700,497200)	Mt	496950	501	0.117091
(496798,497297)(496800,497299)(496800,497300)	Mt	497050	501	0.117912
(496898,497397)(496900,497399)(496900,497400)	Mt	497150	501	0.107035
(496998,497497)(497000,497499)(497000,497500)	Mt	497250	501	0.103390
(497098,497597)(497100,497599)(497100,497600)	Mt	497350	501	0.103368
(497198,497697)(497200,497699)(497200,497700)	Mt	497450	501	0.095878
(497298,497797)(497300,497799)(497300,497800)	Mt	497550	501	0.106612
(497398,497897)(497400,497899)(497400,497900)	Mt	497650	501	0.113051
(497498,497997)(497500,497999)(497500,498000)	Mt	497750	501	0.113943
(497598,498097)(497600,498099)(497600,498100)	Mt	497850	501	0.108167
(497698,498197)(497700,498199)(497700,498200)	Mt	497950	501	0.109210
(497798,498297)(497800,498299)(497800,498300)	Mt	498050	501	0.094013
(497898,498397)(497900,498399)(497900,498400)	Mt	498150	501	0.088585
(497998,498497)(498000,498499)(498000,498500)	Mt	498250	501	0.084648
(498098,498597)(498100,498599)(498100,498600)	Mt	498350	501	0.092331
(498198,498697)(498200,498699)(498200,498700)	Mt	498450	501	0.106561
(498298,498797)(498300,498799)(498300,498800)	Mt	498550	501	0.110512
(498398,498897)(498400,498899)(498400,498900)	Mt	498650	501	0.114641
(498498,498997)(498500,498999)(498500,499000)	Mt	498750	501	0.119111
(498598,499097)(498600,499099)(498600,499100)	Mt	498850	501	0.119570
(498698,499197)(498700,499199)(498700,499200)	Mt	498950	501	0.117171
(498798,499297)(498800,499299)(498800,499300)	Mt	499050	501	0.127264
(498898,499397)(498900,499399)(498900,499400)	Mt	499150	501	0.129750
(498998,499497)(499000,499499)(499000,499500)	Mt	499250	501	0.126258
(499098,499597)(499100,499599)(499100,499600)	Mt	499350	501	0.124032
(499198,499697)(499200,499699)(499200,499700)	Mt	499450	501	0.115993
(499298,499797)(499300,499799)(499300,499800)	Mt	499550	501	0.107769
(499398,499897)(499400,499899)(499400,499900)	Mt	499650	501	0.103817
(499498,499997)(499500,499999)(499500,500000)	Mt	499750	501	0.104433
(499598,500097)(499600,500099)(499600,500100)	Mt	499850	501	0.113161
(499698,500197)(499700,500199)(499700,500200)	Mt	499950	501	0.108830
(499798,500297)(499800,500299)(499800,500300)	Mt	500050	501	0.107614
(499898,500397)(499900,500399)(499900,500400)	Mt	500150	501	0.104436
(499998,500497)(500000,500499)(500000,500500)	Mt	500250	501	0.113239
(500098,500597)(500100,500599)(500100,500600)	Mt	500350	501	0.110425
(500198,500697)(500200,500699)(500200,500700)	Mt	500450	501	0.109260
(500298,500797)(500300,500799)(500300,500800)	Mt	500550	501	0.114329
(500398,500897)(500400,500899)(500400,500900)	Mt	500650	501	0.123076
(500498,500997)(500500,500999)(500500,501000)	Mt	500750	501	0.111700
(500598,501097)(500600,501099)(500600,501100)	Mt	500850	501	0.107878
(500698,501197)(500700,501199)(500700,501200)	Mt	500950	501	0.120040
(500798,501297)(500800,501299)(500800,501300)	Mt	501050	501	0.113708
(500898,501397)(500900,501399)(500900,501400)	Mt	501150	501	0.109400
(500998,501497)(501000,501499)(501000,501500)	Mt	501250	501	0.109896
(501098,501597)(501100,501599)(501100,501600)	Mt	501350	501	0.116427
(501198,501697)(501200,501699)(501200,501700)	Mt	501450	501	0.108198
(501298,501797)(501300,501799)(501300,501800)	Mt	501550	501	0.108688
(501398,501897)(501400,501899)(501400,501900)	Mt	501650	501	0.113092
(501498,501997)(501500,501999)(501500,502000)	Mt	501750	501	0.124347
(501598,502097)(501600,502099)(501600,502100)	Mt	501850	501	0.118966
(501698,502197)(501700,502199)(501700,502200)	Mt	501950	501	0.113640
(501798,502297)(501800,502299)(501800,502300)	Mt	502050	501	0.109524
(501898,502397)(501900,502399)(501900,502400)	Mt	502150	501	0.113112
(501998,502497)(502000,502499)(502000,502500)	Mt	502250	501	0.110915
(502098,502597)(502100,502599)(502100,502600)	Mt	502350	501	0.106909
(502198,502697)(502200,502699)(502200,502700)	Mt	502450	501	0.112217
(502298,502797)(502300,502799)(502300,502800)	Mt	502550	501	0.116696
(502398,502897)(502400,502899)(502400,502900)	Mt	502650	501	0.103213
(502498,502997)(502500,502999)(502500,503000)	Mt	502750	501	0.096963
(502598,503097)(502600,503099)(502600,503100)	Mt	502850	501	0.098157
(502698,503197)(502700,503199)(502700,503200)	Mt	502950	501	0.102654
(502798,503297)(502800,503299)(502800,503300)	Mt	503050	501	0.099383
(502898,503397)(502900,503399)(502900,503400)	Mt	503150	501	0.100756
(502998,503497)(503000,503499)(503000,503500)	Mt	503250	501	0.098128
(503098,503597)(503100,503599)(503100,503600)	Mt	503350	501	0.102270
(503198,503697)(503200,503699)(503200,503700)	Mt	503450	501	0.095460
(503298,503797)(503300,503799)(503300,503800)	Mt	503550	501	0.101556
(503398,503897)(503400,503899)(503400,503900)	Mt	503650	501	0.105562
(503498,503997)(503500,503999)(503500,504000)	Mt	503750	501	0.103577
(503598,504097)(503600,504099)(503600,504100)	Mt	503850	501	0.099790
(503698,504197)(503700,504199)(503700,504200)	Mt	503950	501	0.105559
(503798,504297)(503800,504299)(503800,504300)	Mt	504050	501	0.102636
(503898,504397)(503900,504399)(503900,504400)	Mt	504150	501	0.104576
(503998,504497)(504000,504499)(504000,504500)	Mt	504250	501	0.114554
(504098,504597)(504100,504599)(504100,504600)	Mt	504350	501	0.122876
(504198,504697)(504200,504699)(504200,504700)	Mt	504450	501	0.119057
(504298,504797)(504300,504799)(504300,504800)	Mt	504550	501	0.117112
(504398,504897)(504400,504899)(504400,504900)	Mt	504650	501	0.121286
(504498,504997)(504500,504999)(504500,505000)	Mt	504750	501	0.116331
(504598,505097)(504600,505099)(504600,505100)	Mt	504850	501	0.109950
(504698,505197)(504700,505199)(504700,505200)	Mt	504950	501	0.116656
(504798,505297)(504800,505299)(504800,505300)	Mt	505050	501	0.119983
(504898,505397)(504900,505399)(504900,505400)	Mt	505150	501	0.117064
(504998,505497)(505000,505499)(505000,505500)	Mt	505250	501	0.121409
(505098,505597)(505100,505599)(505100,505600)	Mt	505350	501	0.120212
(505198,505697)(505200,505699)(505200,505700)	Mt	505450	501	0.109425
(505298,505797)(505300,505799)(505300,505800)	Mt	505550	501	0.105495
(505398,505897)(505400,505899)(505400,505900)	Mt	505650	501	0.098126
(505498,505997)(505500,505999)(505500,506000)	Mt	505750	501	0.089083
(505598,506097)(505600,506099)(505600,506100)	Mt	505850	501	0.091334
(505698,506197)(505700,506199)(505700,506200)	Mt	505950	501	0.089710
(505798,506297)(505800,506299)(505800,506300)	Mt	506050	501	0.099067
(505898,506397)(505900,506399)(505900,506400)	Mt	506150	501	0.097841
(505998,506497)(506000,506499)(506000,506500)	Mt	506250	501	0.098941
(506098,506597)(506100,506599)(506100,506600)	Mt	506350	501	0.097995
(506198,506697)(506200,506699)(506200,506700)	Mt	506450	501	0.106392
(506298,506797)(506300,506799)(506300,506800)	Mt	506550	501	0.095503
(506398,506897)(506400,506899)(506400,506900)	Mt	506650	501	0.099866
(506498,506997)(506500,506999)(506500,507000)	Mt	506750	501	0.100956
(506598,507097)(506600,507099)(506600,507100)	Mt	506850	501	0.097649
(506698,507197)(506700,507199)(506700,507200)	Mt	506950	501	0.094230
(506798,507297)(506800,507299)(506800,507300)	Mt	507050	501	0.101281
(506898,507397)(506900,507399)(506900,507400)	Mt	507150	501	0.095714
(506998,507497)(507000,507499)(507000,507500)	Mt	507250	501	0.106498
(507098,507597)(507100,507599)(507100,507600)	Mt	507350	501	0.103673
(507198,507697)(507200,507699)(507200,507700)	Mt	507450	501	0.108708
(507298,507797)(507300,507799)(507300,507800)	Mt	507550	501	0.107329
(507398,507897)(507400,507899)(507400,507900)	Mt	507650	501	0.113248
(507498,507997)(507500,507999)(507500,508000)	Mt	507750	501	0.113148
(507598,508097)(507600,508099)(507600,508100)	Mt	507850	501	0.118502
(507698,508197)(507700,508199)(507700,508200)	Mt	507950	501	0.114805
(507798,508297)(507800,508299)(507800,508300)	Mt	508050	501	0.114004
(507898,508397)(507900,508399)(507900,508400)	Mt	508150	501	0.109284
(507998,508497)(508000,508499)(508000,508500)	Mt	508250	501	0.095905
(508098,508597)(508100,508599)(508100,508600)	Mt	508350	501	0.097919
(508198,508697)(508200,508699)(508200,508700)	Mt	508450	501	0.098738
(508298,508797)(508300,508799)(508300,508800)	Mt	508550	501	0.105815
(508398,508897)(508400,508899)(508400,508900)	Mt	508650	501	0.109009
(508498,508997)(508500,508999)(508500,509000)	Mt	508750	501	0.116686
(508598,509097)(508600,509099)(508600,509100)	Mt	508850	501	0.111530
(508698,509197)(508700,509199)(508700,509200)	Mt	508950	501	0.108062
(508798,509297)(508800,509299)(508800,509300)	Mt	509050	501	0.097099
(508898,509397)(508900,509399)(508900,509400)	Mt	509150	501	0.101750
(508998,509497)(509000,509499)(509000,509500)	Mt	509250	501	0.101679
(509098,509597)(509100,509599)(509100,509600)	Mt	509350	501	0.100677
(509198,509697)(509200,509699)(509200,509700)	Mt	509450	501	0.113271
(509298,509797)(509300,509799)(509300,509800)	Mt	509550	501	0.121635
(509398,509897)(509400,509899)(509400,509900)	Mt	509650	501	0.116407
(509498,509997)(509500,509999)(509500,510000)	Mt	509750	501	0.115869
(509598,510097)(509600,510099)(509600,510100)	Mt	509850	501	0.116797
(509698,510197)(509700,510199)(509700,510200)	Mt	509950	501	0.103382
(509798,510297)(509800,510299)(509800,510300)	Mt	510050	501	0.097312
(509898,510397)(509900,510399)(509900,510400)	Mt	510150	501	0.100800
(509998,510497)(510000,510499)(510000,510500)	Mt	510250	501	0.106579
(510098,510597)(510100,510599)(510100,510600)	Mt	510350	501	0.112316
(510198,510697)(510200,510699)(510200,510700)	Mt	510450	501	0.113289
(510298,510797)(510300,510799)(510300,510800)	Mt	510550	501	0.119136
(510398,510897)(510400,510899)(510400,510900)	Mt	510650	501	0.118290
(510498,510997)(510500,510999)(510500,511000)	Mt	510750	501	0.108342
(510598,511097)(510600,511099)(510600,511100)	Mt	510850	501	0.107563
(510698,511197)(510700,511199)(510700,511200)	Mt	510950	501	0.114276
(510798,511297)(510800,511299)(510800,511300)	Mt	511050	501	0.113514
(510898,511397)(510900,511399)(510900,511400)	Mt	511150	501	0.110453
(510998,511497)(511000,511499)(511000,511500)	Mt	511250	501	0.111209
(511098,511597)(511100,511599)(511100,511600)	Mt	511350	501	0.115474
(511198,511697)(511200,511699)(511200,511700)	Mt	511450	501	0.112305
(511298,511797)(511300,511799)(511300,511800)	Mt	511550	501	0.117154
(511398,511897)(511400,511899)(511400,511900)	Mt	511650	501	0.127359
(511498,511997)(511500,511999)(511500,512000)	Mt	511750	501	0.133321
(511598,512097)(511600,512099)(511600,512100)	Mt	511850	501	0.125517
(511698,512197)(511700,512199)(511700,512200)	Mt	511950	501	0.127252
(511798,512297)(511800,512299)(511800,512300)	Mt	512050	501	0.125226
(511898,512397)(511900,512399)(511900,512400)	Mt	512150	501	0.120093
(511998,512497)(512000,512499)(512000,512500)	Mt	512250	501	0.114292
(512098,512597)(512100,512599)(512100,512600)	Mt	512350	501	0.111197
(512198,512697)(512200,512699)(512200,512700)	Mt	512450	501	0.104597
(512298,512797)(512300,512799)(512300,512800)	Mt	512550	501	0.097892
(512398,512897)(512400,512899)(512400,512900)	Mt	512650	501	0.104543
(512498,512997)(512500,512999)(512500,513000)	Mt	512750	501	0.111093
(512598,513097)(512600,513099)(512600,513100)	Mt	512850	501	0.118770
(512698,513197)(512700,513199)(512700,513200)	Mt	512950	501	0.125223
(512798,513297)(512800,513299)(512800,513300)	Mt	513050	501	0.118555
(512898,513397)(512900,513399)(512900,513400)	Mt	513150	501	0.112623
(512998,513497)(513000,513499)(513000,513500)	Mt	513250	501	0.112061
(513098,513597)(513100,513599)(513100,513600)	Mt	513350	501	0.109134
(513198,513697)(513200,513699)(513200,513700)	Mt	513450	501	0.114822
(513298,513797)(513300,513799)(513300,513800)	Mt	513550	501	0.118424
(513398,513897)(513400,513899)(513400,513900)	Mt	513650	501	0.110780
(513498,513997)(513500,513999)(513500,514000)	Mt	513750	501	0.108425
(513598,514097)(513600,514099)(513600,514100)	Mt	513850	501	0.109538
(513698,514197)(513700,514199)(513700,514200)	Mt	513950	501	0.098200
(513798,514297)(513800,514299)(513800,514300)	Mt	514050	501	0.096040
(513898,514397)(513900,514399)(513900,514400)	Mt	514150	501	0.097004
(513998,514497)(514000,514499)(514000,514500)	Mt	514250	501	0.093998
(514098,514597)(514100,514599)(514100,514600)	Mt	514350	501	0.091610
(514198,514697)(514200,514699)(514200,514700)	Mt	514450	501	0.095375
(514298,514797)(514300,514799)(514300,514800)	Mt	514550	501	0.100585
(514398,514897)(514400,514899)(514400,514900)	Mt	514650	501	0.102022
(514498,514997)(514500,514999)(514500,515000)	Mt	514750	501	0.111590
(514598,515097)(514600,515099)(514600,515100)	Mt	514850	501	0.116085
(514698,515197)(514700,515199)(514700,515200)	Mt	514950	501	0.117007
(514798,515297)(514800,515299)(514800,515300)	Mt	515050	501	0.115153
(514898,515397)(514900,515399)(514900,515400)	Mt	515150	501	0.123283
(514998,515497)(515000,515499)(515000,515500)	Mt	515250	501	0.119185
(515098,515597)(515100,515599)(515100,515600)	Mt	515350	501	0.113807
(515198,515697)(515200,515699)(515200,515700)	Mt	515450	501	0.112632
(515298,515797)(515300,515799)(515300,515800)	Mt	515550	501	0.107666
(515398,515897)(515400,515899)(515400,515900)	Mt	515650	501	0.098263
(515498,515997)(515500,515999)(515500,516000)	Mt	515750	501	0.097936
(515598,516097)(515600,516099)(515600,516100)	Mt	515850	501	0.097189
(515698,516197)(515700,516199)(515700,516200)	Mt	515950	501	0.104402
(515798,516297)(515800,516299)(515800,516300)	Mt	516050	501	0.108304
(515898,516397)(515900,516399)(515900,516400)	Mt	516150	501	0.113473
(515998,516497)(516000,516499)(516000,516500)	Mt	516250	501	0.113963
(516098,516597)(516100,516599)(516100,516600)	Mt	516350	501	0.117311
(516198,516697)(516200,516699)(516200,516700)	Mt	516450	501	0.109260
(516298,516797)(516300,516799)(516300,516800)	Mt	516550	501	0.112075
(516398,516897)(516400,516899)(516400,516900)	Mt	516650	501	0.112266
(516498,516997)(516500,516999)(516500,517000)	Mt	516750	501	0.104694
(516598,517097)(516600,517099)(516600,517100)	Mt	516850	501	0.110382
(516698,517197)(516700,517199)(516700,517200)	Mt	516950	501	0.114505
(516798,517297)(516800,517299)(516800,517300)	Mt	517050	501	0.109464
(516898,517397)(516900,517399)(516900,517400)	Mt	517150	501	0.111428
(516998,517497)(517000,517499)(517000,517500)	Mt	517250	501	0.117032
(517098,517597)(517100,517599)(517100,517600)	Mt	517350	501	0.113012
(517198,517697)(517200,517699)(517200,517700)	Mt	517450	501	0.110340
(517298,517797)(517300,517799)(517300,517800)	Mt	517550	501	0.117159
(517398,517897)(517400,517899)(517400,517900)	Mt	517650	501	0.120037
(517498,517997)(517500,517999)(517500,518000)	Mt	517750	501	0.121951
(517598,518097)(517600,518099)(517600,518100)	Mt	517850	501	0.125590
(517698,518197)(517700,518199)(517700,518200)	Mt	517950	501	0.127220
(517798,518297)(517800,518299)(517800,518300)	Mt	518050	501	0.119276
(517898,518397)(517900,518399)(517900,518400)	Mt	518150	501	0.109260
(517998,518497)(518000,518499)(518000,518500)	Mt	518250	501	0.112320
(518098,518597)(518100,518599)(518100,518600)	Mt	518350	501	0.105544
(518198,518697)(518200,518699)(518200,518700)	Mt	518450	501	0.108937
(518298,518797)(518300,518799)(518300,518800)	Mt	518550	501	0.108162
(518398,518897)(518400,518899)(518400,518900)	Mt	518650	501	0.115433
(518498,518997)(518500,518999)(518500,519000)	Mt	518750	501	0.115620
(518598,519097)(518600,519099)(518600,519100)	Mt	518850	501	0.118281
(518698,519197)(518700,519199)(518700,519200)	Mt	518950	501	0.115037
(518798,519297)(518800,519299)(518800,519300)	Mt	519050	501	0.119125
(518898,519397)(518900,519399)(518900,519400)	Mt	519150	501	0.118421
(518998,519497)(519000,519499)(519000,519500)	Mt	519250	501	0.110006
(519098,519597)(519100,519599)(519100,519600)	Mt	519350	501	0.115534
